"Id","Name","Version","MD5","SHA1","SHA256","AuthenticodeSHA1","AuthenticodeSHA256","TbsMD5","TbsSHA1","TbsSHA256","TbsSHA384"
"00755879-eeb3-4a70-9df6-c4e8ff561cdc","iobios64.sys","","d49368296a3cd000ec0cea88c4bf7edd","fbd6c739b86afa550187cc80aa6dc139c0790cef","314a51fcf6e37eb8550a826df085d5c88c43eb1438682f3a6c33632d36956136","1f86df471708bba4ae012174307c326e97cd00f2","d73c3cac633b3a6b36ddeb4244f52e625ea6cf63df6cb41176b505342353350b","d6c7684e9aaa508cf268335f83afe040,518d2ea8a21e879c942d504824ac211c,918d9eb6a6cd36c531eceb926170a7e1,53c41bc1164e09e0cd1617a5bf913efd,ddef8392a6ebd5cb92ed2ede0f9ca283,b30c31a572b0409383ed3fbe17e56e81","18066d20ad92409c567cdfde745279ff71c75226,21ce87d827077e61abddf2beba69fde5432ea031,0ae95700d65e6f59715aa47048993ca7858e676a,93c03aac8951d494ecd5696b1c08658541b18727,b7a4c7e132666993ee205096d4b6b0f88639591d,4843a82ed3b1f2bfbee9671960e1940c942f688d","a612fb22ce8be6dab75e47c98508f98496583e79c9c97b936a8caee9ea9f3fff,1ec3b4f02e03930a470020e0e48d24b84678bb558f46182888d870541f5e25c7,47c46e6eaa3780eace3d0d891346cd373359d246b21a957219dbab4c8f37c166,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b,48e4c9a90a0b5acefae664dcfb135c211b9c9c551d70add9456068b3e7a1a2d3,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9","35c249d6ad0261a6229b2a727067ac6ba32a5d24b30b9249051f748c7735fbe2ec2ef26a702c50df1790fbe32a65aee7,53e346bbde23779a5d116cc9d86fdd71c97b1f1b343439f8a11aa1d3c87af63864bb8488a5aeb2d0c26a6a1e0b15f03f,e54017c93ba52f012cc15aeb3bcbce1e90a0006ff8dca231a24fc572926770f63213343f538003407bed3463fa9c4a85,f51d4e75ba638f7314cd59b8d6d45f3b34d35ce6986e9d205cd6f333e8e8d8e9c91f636e6bc84731b6661673f40963d8,6b6e1f719c29d33f504bdd5237288b8c3d282cfa148a41051aa92dec9fb3c2f148699a0ee02a69a29fd9e42b5803d3c2,bbda8407c4f9fc4e54d772f1c7fb9d30bc97e1f97ecd51c443063d1fa0644e266328781776cd5c44896c457c75f4d7da"
"0144dbef-1da8-406c-8e35-7afee57dc471","CSAgent.sys","6.34.14806.0","9085c848e3b632fdc01cf64d95d3e0fc","75f86bdfb72543acc52e4903ba36c3a1a35e8399","1e42c8cb410a7ed653cfe62bbd8cf191f31a47337fe1ffcc35232d03f2da05ef","2f3f30a4d24f588e458d5e36b64e58a3f28c0099","02576ccba2ff02ec564bef476ac55a92a16222d63c97550fb3d780f5c3de17f5","624760813f627e4fafa0b8b64ebe43f5,e3a93dc2a8a8a668fdbb286bfe9afab5,a3f222107d4e1085e73b5b589c2f480b","4a69bc5f9523215cdd591b21f11b6944cb0a4888,95795d2aa2a554a423bc8c6e5b0a016d14887d35,b94aa26cd77c48d91a53ac44506cbd255e1d362c","5d6985cb9bce20635df75b2f112bd55c961c0f144a3780283e61596dcbb25027,d8844186775bddbccaf3dc017064df7d760fd4b85c5d07561a3efd7da950f89e,a39ed0d6fd4eb1a6f7fed60f726e23eae668b7591bc004644625d22c701213fa","a77c2ac8e07e16e534ef036c7c7b30ba56ee47c88dc7f8c22e6fdbb234eb50a85222aa9ab24148053fec4049c4cb5fe9,78d972495720b43a6470b18ae1226bcca20707628087717a9364c14ca053ba264e6d149718b103542d9942200138a69d,64b7643e4146016cbf83c911eb67e4601b6bb8d66f8ee8dcee67b815f91770d86ab23678b984430f22a963e5484881b7"
"0258df5c-c3c1-4ed5-ba8f-846d91526ffe","AsrDrv.sys","1.00.00.0000 built by: WinDDK","9b91a44a488e4d539f2e55476b216024","72966ca845759d239d09da0de7eebe3abe86fee3","ece0a900ea089e730741499614c0917432246ceb5e11599ee3a1bb679e24fd2c","2e6d61fa32e12fe4abf7b7d87aa6824f5f528000","c767a5895119154467ac3fce8e82c20e6538a4e54f6c109001c61f8abd58f9f8","e6d820afb23af20a65cf0b03247ea05e,518d2ea8a21e879c942d504824ac211c,918d9eb6a6cd36c531eceb926170a7e1,53c41bc1164e09e0cd1617a5bf913efd,544af7037e76dccfe47a9dffd9b847fd,b30c31a572b0409383ed3fbe17e56e81","7a8f7c37453f99390ee1e94bb5d3d1cba3a0eea7,21ce87d827077e61abddf2beba69fde5432ea031,0ae95700d65e6f59715aa47048993ca7858e676a,93c03aac8951d494ecd5696b1c08658541b18727,ea7dceadac1b76a4a0ed5624632072f8aa6ce02c,4843a82ed3b1f2bfbee9671960e1940c942f688d","7e722dc40e6b9abf8c20aa4d887e34b6d2c6b8cbe53a055d49bf9f5e946e0d27,1ec3b4f02e03930a470020e0e48d24b84678bb558f46182888d870541f5e25c7,47c46e6eaa3780eace3d0d891346cd373359d246b21a957219dbab4c8f37c166,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b,87f5b27417a56e4175d0e0acb7a831961963fad217e5d82fbf699287e8fdab25,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9","7e14609969a388d38d227df1dbb9ce086c9a820142c94fd1a28ef2835a8aa528aef4c6399bce344d79adb5f3dad86afa,53e346bbde23779a5d116cc9d86fdd71c97b1f1b343439f8a11aa1d3c87af63864bb8488a5aeb2d0c26a6a1e0b15f03f,e54017c93ba52f012cc15aeb3bcbce1e90a0006ff8dca231a24fc572926770f63213343f538003407bed3463fa9c4a85,f51d4e75ba638f7314cd59b8d6d45f3b34d35ce6986e9d205cd6f333e8e8d8e9c91f636e6bc84731b6661673f40963d8,2b6eb82e226dcec715cc7c98e2bf9a9a0dcb3f4e471827fe95d9dbd452ce459c6ae9525771c673800fa84b679b14db89,bbda8407c4f9fc4e54d772f1c7fb9d30bc97e1f97ecd51c443063d1fa0644e266328781776cd5c44896c457c75f4d7da"
"028aecb5-70d0-4423-87d7-f037a11ef1c9","signeddrv.sys","","e052ac7d39d07f6657cf049aae0c5b60","9582337fdd6165dca71c6ae1c8c0222c6a10de77","4dc3a03a046c210a7c6cd37db8d6bd34bf3760a612232cc82acf941a9e508e0f","c007a5fb918f38ea0e5295077c264e0785bdd646","41856176aa3af446c206ec18261d6a12cdc98dea472df7f3244e34d383c2858a","3066a9830894e57ce6e47f7a6b58b84f,83f69422963f11c3c340b81712eef319","ce441ecd2f11e400515a85d5a592da38f950f3dc,0c5e5f24590b53bc291e28583acb78e5adc95601","3e30a731a3b620db0971ecd743ecd312bcdf14c82b9bdc9918102bacbf70520d,d8be9e4d9074088ef818bc6f6fb64955e90378b2754155126feebbbd969cf0ae","68c6537d64e3a4f02a2c1d04257c13ab1def23c9c54bafc434176be50a411a75c118c9f8edc81f97b8a1db2dc1d009e3,260ad59ba706420f68ba212931153bd89f760c464b21be55fba9d014fff322407859d4ebfb78ea9a3330f60dc9821a63"
"02bbc006-a4a4-438f-9b6c-4382303f6b45","evga_kernel_driver-x64.sys","1.0.0.0","8dc9504fb5eda1a354971bacffe61ccc","da66b66dca5ea8689db903ec23e98f2c881de6f8","33da2ce240b4559cc6e847d56c5fbeaa3d644ec160841920ea0a098dcee28d0e","a8d16fed8999033126d60c656a3ba359dfaa559f","5cb98f5d5ebd97fa1d2d6ed7d0d1ed28eced93ef5ceaa2005243eeaf3f4d6f9d","8e3ffc222fbcebdbb8b23115ab259be7,c4ad1ba50c41fe2ce881cdbc6cf8ccb8,a752afee44f017e8d74e3f3eb7914ae3,83f5de89f641d0fbf60248e10a7b9534,4e5ad189638cf52ba9cd881d4d44668c","ee20bff28ffe13be731c294c90d6ded5aae0ec0e,7a35772a9a92658e2cb85112f8b87a032d17a32e,8eca80a6b80e9c69dcef7745748524afb8019e2d,382a73a059a08698d6eb98c87e1b36fc750933a4,cdc115e98d798b33904c820d63cc1e1afc19251d","59826b69bc8c28118c96323b627da59aaca0b142cc5d8bad25a8fcfd399aa821,3dcc0438c793ba8124cdff8eaa528360a4828d0ba5ac9ea55d89ff89ce2432a6,82560fa7efec30b5ff82af643e6f3bf3d46868bbd5e7d76f93db185e9e3553a1,eec58131dc11cd7f512501b15fdbc6074c603b68ca91f7162d5a042054edb0cf,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd","f2dab7e56a33298654924501499487f6ba72c7d9477476a186e1ed7a9be031fade0e35ac09eff5e56bbbab95ae5374e7,e9f0ca0625459c587434d5be066c114aa984d8bf2e890e60b3ca5972ea374f2a211bf69b0278b73c44d409dd97ce4154,e8b11408c88f877ade4ca51114a175fb5dfd2d18d2a66be547c1c9e080fa8f592c7870e30dfab1c04d234993dd0907f3,4a25018683cabfb8ec2cad136334f37f33c89aa8540326322991d997c8adfb7faf06ab602ebd46630fe75fe3d2edc6b1,173bfb77183785621ef15f43ea807338cea6a02e8183317d9ef050c7237adda3fa2a5bdcd5a4c96da9f2c55900675b9f"
"02e4a30f-8aa8-4ff0-8e02-1bff1d0f088f","AsrAutoChkUpdDrv_1_0_32.sys","1.00.00.0000 built by: WinDDK","d9c24542dd04d2562ae9e050061cee1d","d028783637b9b3ca567dcef0fb50156bf1620836","4ae42c1f11a98dee07a0d7199f611699511f1fb95120fabc4c3c349c485467fe","d9326484320452a9887daad7d39bad711bd7cefe","2bb0418dcfb3fa15f01220dc039f2c9ad4dc12eb7f0396deaa9b2e81cb5e77e9","d0785ad36e427c92b19f6826ab1e8020,e9d38360b914c8863f6cba3ee58764d3,918d9eb6a6cd36c531eceb926170a7e1,53c41bc1164e09e0cd1617a5bf913efd,987b0fb90b05c0b59ba66fb1527c27e3,b30c31a572b0409383ed3fbe17e56e81","365b7a9c21bd9373e49052c3e7b3e4646ddd4d43,4cba8eae47b6bf76f20b3504b98b8f062694a89b,0ae95700d65e6f59715aa47048993ca7858e676a,93c03aac8951d494ecd5696b1c08658541b18727,1b5d5279beed01b2355731588b1a26da29218b55,4843a82ed3b1f2bfbee9671960e1940c942f688d","c2abb7484da91a658548de089d52436175fdb760a1387d225611dc0613a1e2ff,88901d86a4cc1f1bb193d08e1fb63d27452e63f83e228c657ab1a92e4ade3976,47c46e6eaa3780eace3d0d891346cd373359d246b21a957219dbab4c8f37c166,40bddadac24dc61ca4fb5cab2a2bc5d876bc36808311039a7a3e1a4066f7489b,b3cd9f313e55fce2d39d25dbe303777e5db9d0c01448dcd9ac70c2355bb5b4ea,03cda47a6e654ed85d932714fc09ce4874600eda29ec6628cfbaeb155cab78c9","eab4fe5ef90e0de4a6aa3a27769a5e879f588df5e4785aa4104debd1f81e19ea56d33e3a16e5facf99f68b5d8e3d287b,e9f2a75334a9e336c5a4712eadee88d0374b0fdc273262f4e65c9040ad2793067cc076696db5279a478773485e285652,e54017c93ba52f012cc15aeb3bcbce1e90a0006ff8dca231a24fc572926770f63213343f538003407bed3463fa9c4a85,f51d4e75ba638f7314cd59b8d6d45f3b34d35ce6986e9d205cd6f333e8e8d8e9c91f636e6bc84731b6661673f40963d8,4bb9546cdd73e2bff4224e021b54318e708c822a1a773a9e7246a46054aba1dd14c1651e8f01f5661b4ff4a3241c32ff,bbda8407c4f9fc4e54d772f1c7fb9d30bc97e1f97ecd51c443063d1fa0644e266328781776cd5c44896c457c75f4d7da"
"043773c5-120a-4c6b-8485-8f1f5c47fd3e","aswArPot.sys","18.7.4031.0","c61876aaca6ce822be18adb9d9bd4260","186b6523e8e2fa121d6d3b8cb106e9a5b918af4f","0b2ad05939b0aabbdc011082fad7960baa0c459ec16a2b29f37c1fa31795a46d","27021d09730a1d7694137e123ba3a63cd0b9e040","fab3f1dbc49bd9f0219156fe49d4423c311f529f7d3653f5f69d2b10b9b0bc98","983a0c315a50542362f2bd6a5d71c8d0,f9b558280379fbd2ac831a9850ec9c0e,a752afee44f017e8d74e3f3eb7914ae3,a9a31555bbc92b6033975c5428fb3679,4e5ad189638cf52ba9cd881d4d44668c","8047f476001f5cb16a661d2a3fd0c3576168f5e2,c22448dd1388c2011166e2a203fe984bd702f355,8eca80a6b80e9c69dcef7745748524afb8019e2d,47f4b9898631773231b32844ec0d49990ac4eb1e,cdc115e98d798b33904c820d63cc1e1afc19251d","5f6a519ed2e35cd0fa1cdfc90f4387162c36287bbf9e4d6648251d99542a9e83,c2f472e92e35af2565c8973f388a3602f43929f9e41befa85cdeff4446c5b9fe,82560fa7efec30b5ff82af643e6f3bf3d46868bbd5e7d76f93db185e9e3553a1,c826846e4b1d73edb7561ab1b41c949354e237a91e82fe1be5b7e2e1701f52d1,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd","5f014b60511ddab3247ef0b3c03fe82c622237ba76015e2911d1adc50dc632d56ebd1ee532f3c2b6cbfe68d80a2c91dc,5ee6139861e1ad7af4f34277455f9239b9ae156de69550c1f6b567afa2038498f9edb2464632655aac52899243ff84b3,e8b11408c88f877ade4ca51114a175fb5dfd2d18d2a66be547c1c9e080fa8f592c7870e30dfab1c04d234993dd0907f3,86f49574f368a561914a52d7ae043ec6784ef8c718960700f834e123594605d25d39f1ad45f1eb5052c9567f3edd0e16,173bfb77183785621ef15f43ea807338cea6a02e8183317d9ef050c7237adda3fa2a5bdcd5a4c96da9f2c55900675b9f"
"043773c5-120a-4c6b-8485-8f1f5c47fd3e","aswArPot.sys","20.8.130.0","56a9e9b5334f8698a0ede27c64140982","762a5b4c7beb2af675617dca6dcd6afd36ce0afd","0b542e47248611a1895018ec4f4033ea53464f259c74eb014d018b19ad818917","aad76f7285cc00fffce801147036331610943062","1faa125c9442b20c646411f629dd48afe2d962554c45fc4a8e2d45c1fc611b6c","8e3ffc222fbcebdbb8b23115ab259be7,bf2831557abdf7e58917d0a2608080a5,a752afee44f017e8d74e3f3eb7914ae3,829995f702421dea833a24fb2c7f4442,4e5ad189638cf52ba9cd881d4d44668c","ee20bff28ffe13be731c294c90d6ded5aae0ec0e,24ece342e4c4f2f17f32e6924f48c240ad6300ff,8eca80a6b80e9c69dcef7745748524afb8019e2d,1d7e838accd498c2e5ba9373af819ec097bb955c,cdc115e98d798b33904c820d63cc1e1afc19251d","59826b69bc8c28118c96323b627da59aaca0b142cc5d8bad25a8fcfd399aa821,1afa061865098b2da9d030bc9f5815ad98e59fa847903692e52d6ba0bbf260dd,82560fa7efec30b5ff82af643e6f3bf3d46868bbd5e7d76f93db185e9e3553a1,92914d016cc46e125e50c4bd0bd7f72db87eed4ba68f3c589b4e86aa563108db,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd","f2dab7e56a33298654924501499487f6ba72c7d9477476a186e1ed7a9be031fade0e35ac09eff5e56bbbab95ae5374e7,0bed85528163e2befed14755c2dcaf02acea62bdf352d3f964cfeaa2883bebea3e186aa26ce12e4df1dfd6d235bf9bb6,e8b11408c88f877ade4ca51114a175fb5dfd2d18d2a66be547c1c9e080fa8f592c7870e30dfab1c04d234993dd0907f3,dbb72e38c3bc17b08aa00535ebd48502058ce6ecfd24bd4dd45c7b33e3d523510a4a649d86dfc77436c58754bd0754ea,173bfb77183785621ef15f43ea807338cea6a02e8183317d9ef050c7237adda3fa2a5bdcd5a4c96da9f2c55900675b9f"
"043773c5-120a-4c6b-8485-8f1f5c47fd3e","aswArPot.sys","20.3.68.0","94999245e9580c6228b22ac44c66044c","4a04596acf79115f15add3921ce30a96f594d7ce","0cd4ca335155062182608cad9ef5c8351a715bce92049719dd09c76422cd7b0c","e6822211c3f40414dd0d8ec6416db8b050859cd5","a801e12c32c0eb197b3cc507d096afc16a32dca6bc71d080e1ae2c17ad13b2ca","8e3ffc222fbcebdbb8b23115ab259be7,bf2831557abdf7e58917d0a2608080a5,a752afee44f017e8d74e3f3eb7914ae3,829995f702421dea833a24fb2c7f4442,4e5ad189638cf52ba9cd881d4d44668c","ee20bff28ffe13be731c294c90d6ded5aae0ec0e,24ece342e4c4f2f17f32e6924f48c240ad6300ff,8eca80a6b80e9c69dcef7745748524afb8019e2d,1d7e838accd498c2e5ba9373af819ec097bb955c,cdc115e98d798b33904c820d63cc1e1afc19251d","59826b69bc8c28118c96323b627da59aaca0b142cc5d8bad25a8fcfd399aa821,1afa061865098b2da9d030bc9f5815ad98e59fa847903692e52d6ba0bbf260dd,82560fa7efec30b5ff82af643e6f3bf3d46868bbd5e7d76f93db185e9e3553a1,92914d016cc46e125e50c4bd0bd7f72db87eed4ba68f3c589b4e86aa563108db,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd","f2dab7e56a33298654924501499487f6ba72c7d9477476a186e1ed7a9be031fade0e35ac09eff5e56bbbab95ae5374e7,0bed85528163e2befed14755c2dcaf02acea62bdf352d3f964cfeaa2883bebea3e186aa26ce12e4df1dfd6d235bf9bb6,e8b11408c88f877ade4ca51114a175fb5dfd2d18d2a66be547c1c9e080fa8f592c7870e30dfab1c04d234993dd0907f3,dbb72e38c3bc17b08aa00535ebd48502058ce6ecfd24bd4dd45c7b33e3d523510a4a649d86dfc77436c58754bd0754ea,173bfb77183785621ef15f43ea807338cea6a02e8183317d9ef050c7237adda3fa2a5bdcd5a4c96da9f2c55900675b9f"
"043773c5-120a-4c6b-8485-8f1f5c47fd3e","aswArPot.sys","18.8.4057.0","93a23503e26773c27ed1da06bb79e7a4","da03799bb0025a476e3e15cc5f426e5412aeef02","0f016c80c4938fbcd47a47409969b3925f54292eba2ce01a8e45222ce8615eb8","e6fb86d4de7362af1e3cd957bcc4e2e887aa5016","29a560a11292c4224a401392e091a8f08230fdfea35521035e2bfda0b3d1f952","983a0c315a50542362f2bd6a5d71c8d0,f9b558280379fbd2ac831a9850ec9c0e,a752afee44f017e8d74e3f3eb7914ae3,a9a31555bbc92b6033975c5428fb3679,4e5ad189638cf52ba9cd881d4d44668c","8047f476001f5cb16a661d2a3fd0c3576168f5e2,c22448dd1388c2011166e2a203fe984bd702f355,8eca80a6b80e9c69dcef7745748524afb8019e2d,47f4b9898631773231b32844ec0d49990ac4eb1e,cdc115e98d798b33904c820d63cc1e1afc19251d","5f6a519ed2e35cd0fa1cdfc90f4387162c36287bbf9e4d6648251d99542a9e83,c2f472e92e35af2565c8973f388a3602f43929f9e41befa85cdeff4446c5b9fe,82560fa7efec30b5ff82af643e6f3bf3d46868bbd5e7d76f93db185e9e3553a1,c826846e4b1d73edb7561ab1b41c949354e237a91e82fe1be5b7e2e1701f52d1,37560fb9d548ab62cc3ed4669a4ab74828b5a108e67e829937ffb2d10a5f78dd","5f014b60511ddab3247ef0b3c03fe82c622237ba76015e2911d1adc50dc632d56ebd1ee532f3c2b6cbfe68d80a2c91dc,5ee6139861e1ad7af4f34277455f9239b9ae156de69550c1f6b567afa2038498f9edb2464632655aac52899243ff84b3,e8b11408c88f877ade4ca51114a175fb5dfd2d18d2a66be547c1c9e080fa8f592c7870e30dfab1c04d234993dd0907f3,86f49574f368a561914a52d7ae043ec6784ef8c718960700f834e123594605d25d39f1ad45f1eb5052c9567f3edd0e16,173bfb77183785621ef15f43ea807338cea6a02e8183317d9ef050c7237adda3fa2a5bdcd5a4c96da9f2c55900675b9f"
